institution,latitude,longitude,is_elite,number_of_authors
National University of Sciences and Technology,33.64471817,72.98944092,1,6
National University of Singapore,1.29583895,103.77718353,0,242
National University of Singapore,1.29583895,103.77718353,1,133
National University of Tainan,22.98389053,120.20722198,0,2
National University of Technology,-33.90242004,151.20779419,0,1
National University of Tucumán,-26.84168243,-65.23122406,0,4
National University of the Littoral,-31.63466835,-60.70514297,0,7
National Water Research Center,3.62403631,31.23513412,0,1
National Yang Ming Chiao Tung University,24.78681946,120.99701691,0,93
National Yang Ming Chiao Tung University,24.78681946,120.99701691,1,26
National Yang Ming University Hospital,25.12273216,121.51383209,0,3
National Yang Ming University Hospital,25.12273216,121.51383209,1,2
National Yunlin University of Science and Technology,23.69292641,120.53486633,0,7
National Yunlin University of Science and Technology,23.69292641,120.53486633,1,3
National and Kapodistrian University of Athens,37.96878815,23.77435493,0,44
National and Kapodistrian University of Athens,37.96878815,23.77435493,1,18
Nationwide Children's Hospital,39.95323563,-82.97936249,0,1
Natural England,34.54399,-91.96919,0,1
Natural Environment Research Council,44.72919083,-116.43859863,1,1
Natural History Museum,51.49648285,-0.1762089,0,8
Natural History Museum Aarhus,56.156858,10.209716,0,6
Natural History Museum Aarhus,56.156858,10.209716,1,6
Natural History Museum Vienna,48.20529556,16.35972214,0,1
Natural History Museum of Los Angeles County,34.01694107,-118.28778076,0,1
Natural Resources Canada,62.57398605,-96.60810852,0,3
Natural Resources Canada,62.57398605,-96.60810852,1,5
Natural Resources Conservation Service,37.97138977,-91.14582825,0,1
Natural Resources Institute Finland,63.24677658,25.9209156,0,5
Natural Resources Institute Finland,63.24677658,25.9209156,1,3
Natural Sciences and Engineering Research Council,44.72919083,-116.43859863,0,1
Natural Sciences and Engineering Research Council,44.72919083,-116.43859863,1,1
Natural Selection (United States),40.96390152,-92.7832489,0,1
Naturalis Biodiversity Center,31.795288,-94.1803,0,2
Naval Academy Research Institute,48.27936172,-4.41533709,0,1
Naval Aeronautical and Astronautical University,11.58358765,124.44205475,0,1
Naval Aerospace Medical Institute,54.89422607,23.91643143,0,1
Naval Aerospace Medical Research Laboratory,-2.48926997,32.89783478,0,3
Naval Air Systems Command,11.58358765,124.44205475,0,2
Naval Air Warfare Center Training Systems Division,11.58358765,124.44205475,0,2
Naval Air Warfare Center Weapons Division,31.795288,-94.1803,0,2
Naval Health Research Center,10.99416637,76.97447968,0,4
Naval Information Warfare Center Pacific,-31.32654762,-94.38248444,0,1
Naval Information Warfare Systems Command,11.58358765,124.44205475,0,2
Naval Medical Center San Diego,32.72499847,-117.14583588,0,3
Naval Postgraduate School,36.59733582,-121.87303162,0,1
Naval Postgraduate School,36.59733582,-121.87303162,1,2
Naval Surface Warfare Center,11.58358765,124.44205475,0,1
Naval Undersea Warfare Center,11.58358765,124.44205475,0,1
Naval University of Engineering,25.40810013,68.26029968,0,6
Naval University of Engineering,25.40810013,68.26029968,1,1
Navamindradhiraj University,13.78112793,100.51056671,0,2
Naver (South Korea),36.43822861,127.83287048,0,13
Nawi Graz,47.070316,15.439378,1,1
Nawroz University,36.65008926,44.53558731,0,2
Nazarbayev University,51.09128952,71.39748383,0,13
Nazarbayev University,51.09128952,71.39748383,1,2
Near East University,35.22793579,33.32357025,0,31
Near East University,35.22793579,33.32357025,1,1
Nebraska Medical Center,41.25611115,-95.97750092,1,1
Necmettin Erbakan University,36.67581558,37.46854782,0,2
Nektar Therapeutics (United States),39.50357056,-99.01834106,0,1
Nemours Children’s Clinic,48.26723099,2.69535232,0,2
Neogen (United States),39.50357056,-99.01834106,0,1
Nepean Hospital,-33.75989914,150.71310425,1,1
NetEase (China),36.55937195,103.7533493,0,3
Netaji Subhas University of Technology,28.61050034,77.03795624,0,10
Netflix (United States),39.50357056,-99.01834106,0,3
Netflix (United States),39.50357056,-99.01834106,1,1
Netherlands Environmental Assessment Agency,52.24563217,5.62691021,0,7
Netherlands Environmental Assessment Agency,52.24563217,5.62691021,1,5
Netherlands Graduate School of Linguistics,52.24563217,5.62691021,0,1
Netherlands Institute for Health Services Research,-37.706576,145.187353,0,1
Netherlands Institute for Neuroscience,52.24563217,5.62691021,0,9
Netherlands Institute for Neuroscience,52.24563217,5.62691021,1,4
Netherlands Institute of Ecology,52.24563217,5.62691021,0,2
Netherlands Institute of Ecology,52.24563217,5.62691021,1,1
Netherlands Metabolomics Centre,52.24563217,5.62691021,0,2
Netherlands Metabolomics Centre,52.24563217,5.62691021,1,1
Netherlands Organisation for Applied Scientific Research,52.24563217,5.62691021,0,15
Netherlands Organisation for Applied Scientific Research,52.24563217,5.62691021,1,1
Netherlands eScience Center,52.24563217,5.62691021,0,3
Netherlands eScience Center,52.24563217,5.62691021,1,1
Network Rail,60.44647217,22.26556015,1,1
Neural Analytics (United States),39.50357056,-99.01834106,0,1
NeuroDevNet,49.274497197372106,-122.91250354232896,0,3
NeuroSpine Institute,38.38342285,-81.76409912,0,4
NeuroSpine Institute,38.38342285,-81.76409912,1,2
NeuroVista (United States),39.50357056,-99.01834106,0,1
Neurodegeneratives Diseases Institute,38.38342285,-81.76409912,0,1
"Neurology, Inc",38.95748424400592,-92.29002317418428,0,5
"Neurology, Inc",38.95748424400592,-92.29002317418428,1,3
Neuropsychiatry Epidemiological and Clinical Research,-37.706576,145.187353,0,2
Neuropsychiatry Epidemiological and Clinical Research,-37.706576,145.187353,1,2
Neuroscience Institute,38.38342285,-81.76409912,0,3
Neuroscience Research Australia,-33.92053986,151.23789978,0,2
Neuroscience Research Australia,-33.92053986,151.23789978,1,2
Neurosciences Institute,38.38342285,-81.76409912,0,3
Neurosciences Institute,38.38342285,-81.76409912,1,4
Neuroscript (United States),39.50357056,-99.01834106,0,1
Neusoft (China),36.55937195,103.7533493,0,5
New College,43.66194153,-79.40041351,1,1
New Design University,48.18751144,15.61923885,0,1
New England Aquarium,42.35916138,-71.04963684,1,1
New Generation University College,1.0935391,34.1868128,0,1
New Haven Public Schools,41.30825043,-72.92416382,0,1
New Jersey Institute of Technology,40.74227142,-74.17919159,0,19
New Jersey Institute of Technology,40.74227142,-74.17919159,1,14
New Mexico Cancer Center,34.42137146,-106.10839081,1,1
New Mexico Highlands University,35.59571838,-105.22100067,1,1
New Mexico Institute of Mining and Technology,34.06679916,-106.9056015,0,2
New Mexico Institute of Mining and Technology,34.06679916,-106.9056015,1,2
New Mexico State University,32.28203964,-106.75453949,0,16
New Mexico State University,32.28203964,-106.75453949,1,4
New South Wales Department of Primary Industries,-32.1656189,147.00819397,0,2
New South Wales Department of Primary Industries,-32.1656189,147.00819397,1,1
New York Academy of Medicine,40.79211426,-73.95220947,0,2
New York City College of Technology,40.69552994,-73.98786163,0,1
New York City College of Technology,40.69552994,-73.98786163,1,1
New York City Department of Health and Mental Hygiene,40.7127492,-74.0059945,0,2
New York City Department of Health and Mental Hygiene,40.7127492,-74.0059945,1,1
New York City Health and Hospitals Corporation,40.71304703,-74.00723267,0,1
New York Consortium in Evolutionary Primatology,40.71304703,-74.00723267,0,1
New York Eye and Ear Infirmary,40.73275757,-73.98428345,1,1
New York Genome Center,40.71304703,-74.00723267,0,1
New York Genome Center,40.71304703,-74.00723267,1,2
New York Hospital Queens,40.74720764,-73.82518768,0,3
New York Hospital Queens,40.74720764,-73.82518768,1,3
New York Institute of Technology,40.80648041,-73.60105896,0,3
New York Institute of Technology,40.80648041,-73.60105896,1,1
New York Medical College,41.08269119,-73.81485748,0,1
New York Medical College,41.08269119,-73.81485748,1,1
New York Proton Center,40.71304703,-74.00723267,0,1
New York Psychoanalytic Society and Institute,40.71304703,-74.00723267,0,4
New York Psychoanalytic Society and Institute,40.71304703,-74.00723267,1,6
New York State Department of Health,42.93924332,-75.62005615,0,2
New York State Department of Health,42.93924332,-75.62005615,1,4
New York Structural Biology Center,40.71304703,-74.00723267,0,1
New York Structural Biology Center,40.71304703,-74.00723267,1,1
New York Times,40.7127492,-74.0059945,0,1
New York University,40.73889542,-73.97800446,0,212
New York University,40.73889542,-73.97800446,1,95
New York University Abu Dhabi,24.52367783,54.43470383,0,9
New York University Abu Dhabi,24.52367783,54.43470383,1,1
New York University Shanghai,31.22540092,121.53440094,0,3
New Zealand Council for Educational Research,-41.50008392,172.83441162,0,1
Newcastle Hospitals - Campus for Ageing and Vitality,54.97889328,-1.64340913,0,1
Newcastle Hospitals - Campus for Ageing and Vitality,54.97889328,-1.64340913,1,1
Newcastle University,54.98027039,-1.61478794,0,89
Newcastle University,54.98027039,-1.61478794,1,39
Newcastle University Singapore,1.29583895,103.77718353,0,3
Newcastle University Singapore,1.29583895,103.77718353,1,1
Newcastle upon Tyne Hospital,54.9866333,-1.60523498,1,1
Newcastle upon Tyne Hospitals NHS Foundation Trust,54.97801208,-1.61018896,0,2
Newham College,51.53041077,0.0301056,0,1
Newham University Hospital,51.52301788,0.0357538,0,2
Newham University Hospital,51.52301788,0.0357538,1,1
Newman University,37.67219925,-97.37840271,0,1
Newton Wellesley Hospital,42.33285141,-71.24620056,0,1
Nexant (United States),39.50357056,-99.01834106,0,1
Ngee Ann Polytechnic,1.33302796,103.77513123,0,8
Ngee Ann Polytechnic,1.33302796,103.77513123,1,5
Nha Trang University,12.238494,109.193569,0,1
Nicolaus Copernicus University,53.0204277,18.57151031,0,3
Nicolaus Copernicus University,53.0204277,18.57151031,1,2
Nigerian Defence Academy,51.60549545,-1.63722801,0,2
Nihon University,-2.0965018,146.5696067,0,3
Niigata University,37.86693954,138.94250488,0,4
Nikken Sekkei (Japan),36.65415573,137.9765625,0,1
Nikon (Japan),36.65415573,137.9765625,0,1
Nile University,30.01049995,30.98670006,0,11
Nile Valley University,46.78984451,-120.87174225,0,1
Ninewells Hospital,56.46368408,-3.038131,0,2
Ninewells Hospital,56.46368408,-3.038131,1,3
Ningbo First Hospital,29.86007118,121.62428284,0,4
Ningbo Institute of Industrial Technology,29.86007118,121.62428284,0,6
Ningbo Institute of Industrial Technology,29.86007118,121.62428284,1,3
Ningbo Medical Center Lihuili Hospital,29.86007118,121.62428284,0,6
Ningbo Medical Center Lihuili Hospital,29.86007118,121.62428284,1,1
Ningbo University,29.9115696,121.63510895,0,10
Ningbo University,29.9115696,121.63510895,1,1
Ningbo University of Technology,-33.90242004,151.20779419,0,1
Ninghai First Hospital Medicare and Health Group,5.130843,-74.1573,0,1
Ningxia Normal University,37.26701736,106.16983795,0,2
Ningxia University,37.26701736,106.16983795,0,1
Ningxia Water Conservancy,0.0718296,33.4998299,1,1
Nipissing University,46.031907,-79.720789,0,1
Nippon Dental University,37.91075134,139.0103302,0,1
Nippon Medical School,35.72109985,139.75900269,0,2
Nippon Medical School,35.72109985,139.75900269,1,2
Nirma University,23.1281662,72.54467773,0,6
Nirma University,23.1281662,72.54467773,1,2
Niroo Research Institute,38.38342285,-81.76409912,0,2
Nissan (United Kingdom),53.9438324,-2.55056405,0,3
Nissan (United States),39.50357056,-99.01834106,1,1
Nitte University,12.80760002,74.88819885,0,2
Nitto (Japan),43.83145905,142.80360413,0,1
Noakhali Science and Technology University,22.79194069,91.10193634,0,2
Noble Research Institute,35.14068985,-97.39465332,0,1
Noble Research Institute,35.14068985,-97.39465332,1,3
Noblis,19.30275,-98.89214,0,2
Nofer Institute of Occupational Medicine,38.38342285,-81.76409912,0,5
Nokia (China),36.55937195,103.7533493,0,3
Nokia (Finland),61.47816849,23.50961494,0,5
Nokia (France),46.62480927,2.45837498,0,1
Nokia (France),46.62480927,2.45837498,1,1
Nokia (Germany),51.09198761,10.38080788,0,5
